Seq,Chapter,Source PDF Page,Table Number,Detected Title,Row #,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,6,4,03,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,7,1. Adjust chemical K fertiliser rates based slurry nutrient content and application rate (see,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,8,"table 9-3, 9-4 and 9-8). SeeTable9-5 & 9-6for other types oflivestock manures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,9,2. Increase K by 25 kg/ha for each extra t/ha of dry matter produced (i.e. for each 5 t/ha of,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,10,freshweight).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,11,3. No K is required in the year of sampling. For subsequent years use Index3 advice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,12,pending afurther soil test.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,13,4. Note the K content in cattle slurry can be variable and lower rates of K than specified in,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,14,this table may be applied especially where cattle slurry is more dilute i.e. lower dry matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,16 Cereals,89,,Table14-3:Chemical K fertilizer advice for silage (kg/ha) where 33 t/ha of cattle slurry is applied to the first cut1. The advice assumesa herbage dry matter yield of 5 t/ha2,15,(see table 9-8).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,1,Table14-4: Potassiumfor pasture establishment without a cover crop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,2,Soil K Index1,,Grass only,Grass/legume,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,3,,,kg K/ha,kg K/ha,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,4,,1,110,120,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,5,,2,75,90,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,6,,3,50,60,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,7,,4,30,40,,,,,,,,,,,,,,,,,,,,,,,,,
52,16 Cereals,90,,Table14-4: Potassiumfor pasture establishment without a cover crop1,8,,1.See Table6-5 for KIndexsystem.,,,,,,,,,,,,,,,,,,,,,,,,,,,
